topics significance commonGenes percentOfTopics percentOfReference
154 0.982999393031076 2 2.63157894736842 66.6666666666667
122 0.971624680000164 2 2.5974025974026 66.6666666666667
141 0.960398425248585 2 2.56410256410256 66.6666666666667
20 0.558183208719841 2 1.61290322580645 66.6666666666667
113 0.530423406793566 1 33.3333333333333 33.3333333333333
152 0.523985805548735 2 1.55038759689922 66.6666666666667
159 0.343387834967793 2 1.25786163522013 66.6666666666667
129 0.229637511056727 1 16.6666666666667 33.3333333333333
151 0.229637511056727 1 16.6666666666667 33.3333333333333
46 0.141545845246219 2 0.995024875621891 66.6666666666667
