topics significance commonGenes percentOfTopics percentOfReference
95 166.989394261497 414 53.2818532818533 50.7975460122699
76 127.571280826676 512 36.7025089605735 62.8220858895706
0 101.727237511667 750 23.0982445334155 92.0245398773006
42 98.184516272434 583 28.9617486338798 71.5337423312883
12 86.749799160437 632 25.8698321735571 77.5460122699386
112 71.6645165353916 382 34.1376228775693 46.8711656441718
75 60.9038655520199 237 43.2481751824818 29.079754601227
135 55.2770392854033 267 37.8723404255319 32.760736196319
156 51.680580163935 155 52.901023890785 19.0184049079755
9 48.2465623765892 120 61.2244897959184 14.7239263803681
