topics significance commonGenes percentOfTopics percentOfReference
79 10.0359278496746 15 6.32911392405063 48.3870967741936
40 7.18761988673896 9 11.25 29.0322580645161
85 6.41040466753566 8 12.1212121212121 25.8064516129032
63 5.59172906345894 15 3.09278350515464 48.3870967741936
65 4.74883031378227 9 6 29.0322580645161
83 4.21631661417547 5 18.5185185185185 16.1290322580645
22 4.12895701488212 10 4.27350427350427 32.258064516129
52 4.1180045864612 6 11.3207547169811 19.3548387096774
7 3.9724087830676 11 3.55987055016181 35.4838709677419
103 3.89154757529072 8 5.83941605839416 25.8064516129032
