topics significance commonGenes percentOfTopics percentOfReference
125 265.420117787376 228 75 77.2881355932203
136 223.265645881106 255 44.5804195804196 86.4406779661017
108 202.52492135771 264 35.2469959946595 89.4915254237288
115 185.651782307325 258 32.9923273657289 87.4576271186441
26 181.52788047822 203 53.4210526315789 68.8135593220339
64 179.911211987416 274 27.0750988142292 92.8813559322034
94 176.908657716908 212 47.2160356347439 71.864406779661
39 167.323243739572 234 35.6164383561644 79.3220338983051
21 167.182352367245 168 66.9322709163347 56.9491525423729
2 160.880992084277 245 30.625 83.0508474576271
