topics significance commonGenes percentOfTopics percentOfReference
78 87.6844685918494 48 50 100
73 85.2012963678804 44 67.6923076923077 91.6666666666667
47 81.1524114264054 46 48.936170212766 95.8333333333333
168 75.139180857457 44 47.3118279569892 91.6666666666667
114 43.0617724617284 31 35.2272727272727 64.5833333333333
133 40.4881269120365 25 58.1395348837209 52.0833333333333
147 26.2499270704548 20 37.037037037037 41.6666666666667
174 18.9447871947333 16 31.3725490196078 33.3333333333333
14 18.5566355218302 23 12.1693121693122 47.9166666666667
24 0.163715419216009 14 1.97461212976023 29.1666666666667
