topics significance commonGenes percentOfTopics percentOfReference
75 252.298235858952 265 48.3576642335766 90.4436860068259
46 237.078404663741 184 91.5422885572139 62.7986348122867
124 227.733598509735 212 68.3870967741936 72.3549488054608
55 210.706489851948 186 77.5 63.481228668942
93 205.524124540769 198 66.8918918918919 67.5767918088737
98 196.994258476509 226 48.0851063829787 77.1331058020478
99 145.605133777578 168 54.5454545454545 57.3378839590444
159 138.153920638047 127 79.874213836478 43.3447098976109
153 125.354622223503 140 60.0858369098712 47.7815699658703
152 117.633561869942 107 82.9457364341085 36.518771331058
