topics significance commonGenes percentOfTopics percentOfReference
57 55.1896412206696 42 38.8888888888889 63.6363636363636
79 38.7697828061021 42 17.7215189873418 63.6363636363636
65 33.6749091441861 34 22.6666666666667 51.5151515151515
63 33.540731684654 48 9.89690721649485 72.7272727272727
142 31.9624989023286 30 27.7777777777778 45.4545454545455
24 29.5946294750469 51 7.19322990126939 77.2727272727273
32 28.9265781208622 30 22.5563909774436 45.4545454545455
45 26.8664436469073 26 27.3684210526316 39.3939393939394
7 26.4644933302151 37 11.9741100323625 56.0606060606061
41 24.6801565495188 26 23.0088495575221 39.3939393939394
