topics significance commonGenes percentOfTopics percentOfReference
48 17.6504169854336 15 34.8837209302326 28.3018867924528
140 17.1062346468829 23 11.9170984455959 43.3962264150943
65 16.7818496141796 21 14 39.622641509434
63 13.2278237384859 28 5.77319587628866 52.8301886792453
79 12.5927590809438 21 8.86075949367089 39.622641509434
66 11.7391670939512 22 7.43243243243243 41.5094339622642
7 11.3466588671096 22 7.11974110032362 41.5094339622642
85 11.3403391917557 13 19.6969696969697 24.5283018867925
45 10.5459679352406 14 14.7368421052632 26.4150943396226
82 8.61030843733346 12 14.4578313253012 22.6415094339623
