topics significance commonGenes percentOfTopics percentOfReference
152 10.7864431548568 8 6.2015503875969 100
117 9.37277961166364 8 4.16666666666667 100
55 8.58452765175864 8 3.33333333333333 100
156 7.88193402209522 8 2.73037542662116 100
99 7.7064137326946 8 2.5974025974026 100
159 7.60429809867269 7 4.40251572327044 87.5
122 7.45154502170952 6 7.79220779220779 75
141 7.4169240920653 6 7.69230769230769 75
46 6.88249937182636 7 3.48258706467662 87.5
119 6.7921773572794 7 3.38164251207729 87.5
