topics significance commonGenes percentOfTopics percentOfReference
75 138.038654262802 164 29.9270072992701 85.4166666666667
99 134.45532103512 137 44.4805194805195 71.3541666666667
137 122.341931355794 100 72.992700729927 52.0833333333333
98 113.557987396029 143 30.4255319148936 74.4791666666667
119 111.37337045367 109 52.6570048309179 56.7708333333333
55 92.0408383205658 103 42.9166666666667 53.6458333333333
124 78.211875013979 103 33.2258064516129 53.6458333333333
150 75.741872904197 59 85.5072463768116 30.7291666666667
20 73.2376714231451 72 58.0645161290323 37.5
152 71.469723077855 72 55.8139534883721 37.5
