topics significance commonGenes percentOfTopics percentOfReference
79 83.0061714956786 78 32.9113924050633 72.2222222222222
63 80.953457688016 93 19.1752577319588 86.1111111111111
57 65.0107394607718 54 50 50
66 47.0420700970027 61 20.6081081081081 56.4814814814815
17 40.5516341374934 36 48.6486486486487 33.3333333333333
155 36.3733793551546 38 35.1851851851852 35.1851851851852
121 35.3120213617008 28 63.6363636363636 25.9259259259259
71 35.0816360934743 39 31.2 36.1111111111111
45 33.9737132786825 35 36.8421052631579 32.4074074074074
85 31.9624989023286 30 45.4545454545455 27.7777777777778
