topics significance commonGenes percentOfTopics percentOfReference
22 9.11292746743854 18 7.69230769230769 33.3333333333333
7 9.0440101854204 20 6.47249190938511 37.037037037037
66 6.44785936449408 17 5.74324324324324 31.4814814814815
134 5.85740100786726 18 4.89130434782609 33.3333333333333
65 5.47144590669618 12 8 22.2222222222222
82 4.74550461600155 9 10.8433734939759 16.6666666666667
63 3.29552518906738 17 3.50515463917526 31.4814814814815
62 3.01449545569396 6 13.0434782608696 11.1111111111111
32 2.99456511130404 9 6.76691729323308 16.6666666666667
40 2.64117436301153 7 8.75 12.962962962963
