topics significance commonGenes percentOfTopics percentOfReference
39 317.082673976236 483 73.5159817351598 61.7647058823529
2 300 549 68.625 70.2046035805627
64 300 647 63.9328063241107 82.7365728900256
108 300 567 75.7009345794392 72.5063938618926
136 300 478 83.5664335664336 61.1253196930946
146 258.863896282094 603 46.671826625387 77.1099744245524
94 248.498709429334 363 80.8463251670379 46.4194373401535
125 195.819966593694 268 88.1578947368421 34.2710997442455
4 190.007545543868 618 36.2676056338028 79.0281329923274
29 185.651782307326 258 87.4576271186441 32.9923273657289
