topics significance commonGenes percentOfTopics percentOfReference
63 44.0685641388705 71 14.639175257732 62.8318584070796
66 41.2978394827913 58 19.5945945945946 51.3274336283186
140 36.6867998719454 47 24.3523316062176 41.5929203539823
65 36.4202396587016 43 28.6666666666667 38.0530973451327
79 34.7965500924079 49 20.6751054852321 43.3628318584071
57 30.8796675217492 35 32.4074074074074 30.9734513274336
142 30.8796675217492 35 32.4074074074074 30.9734513274336
7 28.9675305238164 49 15.8576051779935 43.3628318584071
45 28.5259069185869 32 33.6842105263158 28.3185840707965
48 27.2951687530327 24 55.8139534883721 21.2389380530973
