topics significance commonGenes percentOfTopics percentOfReference
98 288.09185159712 276 58.7234042553191 89.6103896103896
75 244.882418694544 268 48.9051094890511 87.012987012987
119 220.050081972292 182 87.9227053140097 59.0909090909091
55 202.367912727758 185 77.0833333333333 60.0649350649351
124 198.097005850761 201 64.8387096774194 65.2597402597403
108 176.129135527723 255 34.045393858478 82.7922077922078
39 173.571576421898 243 36.986301369863 78.8961038961039
46 162.282921480662 154 76.6169154228856 50
64 159.174564960932 269 26.5810276679842 87.3376623376623
135 156.954446395235 238 33.7588652482269 77.2727272727273
