topics significance commonGenes percentOfTopics percentOfReference
108 227.929885524763 317 42.3230974632844 83.4210526315789
39 213.2400447485 295 44.9010654490107 77.6315789473684
136 212.823075437733 281 49.1258741258741 73.9473684210526
64 209.674001060622 337 33.300395256917 88.6842105263158
94 199.697811251654 250 55.6792873051225 65.7894736842105
2 194.115872608552 303 37.875 79.7368421052632
125 191.46006989501 211 69.4078947368421 55.5263157894737
115 182.509538216041 293 37.4680306905371 77.1052631578947
29 181.52788047822 203 68.8135593220339 53.4210526315789
146 131.464473049813 310 23.9938080495356 81.5789473684211
