topics significance commonGenes percentOfTopics percentOfReference
98 276.071769732007 342 72.7659574468085 62.4087591240876
156 252.298235858954 265 90.4436860068259 48.3576642335766
99 244.882418694547 268 87.012987012987 48.9051094890511
124 225.440676566766 259 83.5483870967742 47.2627737226277
55 216.31115287264 224 93.3333333333333 40.8759124087591
46 195.43002475563 195 97.0149253731343 35.5839416058394
93 156.315522194514 214 72.2972972972973 39.051094890511
119 141.145326495852 172 83.0917874396135 31.3868613138686
117 138.038654262802 164 85.4166666666667 29.9270072992701
159 126.165951060101 143 89.937106918239 26.0948905109489
