topics significance commonGenes percentOfTopics percentOfReference
85 18.4637658945542 12 18.1818181818182 80
49 14.4758732902126 13 6.5 86.6666666666667
53 12.5629547001411 12 6.18556701030928 80
32 12.4793014505898 11 8.27067669172932 73.3333333333333
7 11.9751484464523 13 4.20711974110032 86.6666666666667
65 11.8884363748646 11 7.33333333333333 73.3333333333333
57 11.4400323324611 10 9.25925925925926 66.6666666666667
41 11.2368713481695 10 8.84955752212389 66.6666666666667
48 11.01734634065 8 18.6046511627907 53.3333333333333
79 9.66925251868084 11 4.64135021097046 73.3333333333333
