topics significance commonGenes percentOfTopics percentOfReference
7 13.6005754930037 20 6.47249190938511 57.1428571428571
5 9.26135234253801 14 7.48663101604278 40
65 7.8855417758012 12 8 34.2857142857143
66 7.67773256500536 15 5.06756756756757 42.8571428571429
140 6.60370964966287 12 6.21761658031088 34.2857142857143
71 6.17133229764695 10 8 28.5714285714286
48 5.88187765268666 7 16.2790697674419 20
103 5.78146683131245 10 7.2992700729927 28.5714285714286
63 5.62921029492604 16 3.29896907216495 45.7142857142857
84 4.79928386763731 11 4.93273542600897 31.4285714285714
