topics significance commonGenes percentOfTopics percentOfReference
2 300 406 50.75 90.4231625835189
108 300 410 54.739652870494 91.3140311804009
136 276.705558722703 341 59.6153846153846 75.9465478841871
64 269.338946660097 407 40.2173913043478 90.6458797327394
39 254.278018403035 345 52.5114155251142 76.837416481069
115 248.498709429334 363 46.4194373401535 80.8463251670379
26 199.697811251652 250 65.7894736842105 55.6792873051225
125 196.510490280089 226 74.3421052631579 50.3340757238307
29 176.908657716915 212 71.864406779661 47.2160356347439
146 149.378675047054 359 27.7863777089783 79.9554565701559
