topics significance commonGenes percentOfTopics percentOfReference
35 144.759318164579 105 52.2388059701493 88.9830508474576
9 141.178447879662 103 52.5510204081633 87.2881355932203
63 108.335229389351 111 22.8865979381443 94.0677966101695
11 78.349165637783 65 51.5873015873016 55.0847457627119
46 65.0672337835196 67 33.3333333333333 56.7796610169492
99 59.965598522307 73 23.7012987012987 61.864406779661
55 59.0927304958225 67 27.9166666666667 56.7796610169492
134 56.742613815056 75 20.3804347826087 63.5593220338983
156 55.5984584758597 69 23.5494880546075 58.4745762711864
153 55.3503596583488 64 27.4678111587983 54.2372881355932
