topics significance commonGenes percentOfTopics percentOfReference
63 17.5372520278014 40 8.24742268041237 47.6190476190476
22 16.3430169079185 29 12.3931623931624 34.5238095238095
79 12.9632054514526 26 10.9704641350211 30.952380952381
71 11.3734829313924 19 15.2 22.6190476190476
45 11.1539401453354 17 17.8947368421053 20.2380952380952
7 11.0800980432073 27 8.7378640776699 32.1428571428571
84 8.62447402448792 21 9.41704035874439 25
33 7.19309574838367 14 13.7254901960784 16.6666666666667
155 6.85449987637092 14 12.962962962963 16.6666666666667
65 6.83523880915113 16 10.6666666666667 19.047619047619
