topics significance commonGenes percentOfTopics percentOfReference
168 72.3765149989089 44 47.3118279569892 86.2745098039216
78 51.3894776695573 36 37.5 70.5882352941177
114 46.1917027549306 33 37.5 64.7058823529412
47 38.6633423087927 30 31.9148936170213 58.8235294117647
73 35.7225992260074 26 40 50.9803921568627
147 19.8176077506135 17 31.4814814814815 33.3333333333333
3 18.9447871947333 16 33.3333333333333 31.3725490196078
133 16.0711216561582 14 32.5581395348837 27.4509803921569
14 12.4635902505307 19 10.0529100529101 37.2549019607843
84 2.99897625848684 11 4.93273542600897 21.5686274509804
