topics significance commonGenes percentOfTopics percentOfReference
63 162.251755966695 189 38.9690721649485 79.746835443038
66 116.473356899825 136 45.945945945946 57.3839662447257
7 103.90692950802 130 42.0711974110032 54.8523206751055
57 92.8647099175019 83 76.8518518518518 35.0210970464135
65 87.4589998202011 91 60.6666666666667 38.3966244725738
155 84.9309002345639 79 73.1481481481482 33.3333333333333
142 83.006171495679 78 72.2222222222222 32.9113924050633
71 82.0874629573308 82 65.6 34.5991561181435
30 68.4918871547855 68 68 28.6919831223629
45 61.9294908274487 63 66.3157894736842 26.5822784810127
