topics significance commonGenes percentOfTopics percentOfReference
98 277.124426577343 272 57.8723404255319 87.741935483871
55 239.799152859248 202 84.1666666666667 65.1612903225806
156 227.733598509738 212 72.3549488054608 68.3870967741936
75 225.440676566763 259 47.2627737226277 83.5483870967742
46 202.939847355095 173 86.0696517412935 55.8064516129032
99 198.097005850763 201 65.2597402597403 64.8387096774194
93 167.956063793531 182 61.4864864864865 58.7096774193548
159 148.869636443026 134 84.2767295597484 43.2258064516129
119 128.391661931248 138 66.6666666666667 44.5161290322581
152 127.35279179601 113 87.5968992248062 36.4516129032258
