topics significance commonGenes percentOfTopics percentOfReference
29 265.420117787376 228 77.2881355932203 75
136 231.575753486022 263 45.979020979021 86.5131578947368
108 227.207187103812 281 37.5166889185581 92.4342105263158
39 216.919024406512 266 40.4870624048706 87.5
94 196.51049028009 226 50.3340757238307 74.3421052631579
115 195.819966593691 268 34.2710997442455 88.1578947368421
26 191.46006989501 211 55.5263157894737 69.4078947368421
2 189.090009813283 266 33.25 87.5
64 189.062131001582 284 28.0632411067194 93.4210526315789
146 164.04348392068 289 22.3684210526316 95.0657894736842
