topics significance commonGenes percentOfTopics percentOfReference
7 41.9344655681794 60 19.4174757281553 51.7241379310345
66 37.8340662771845 56 18.9189189189189 48.2758620689655
65 31.5751272843558 40 26.6666666666667 34.4827586206897
79 27.8756117557287 44 18.5654008438819 37.9310344827586
71 23.8258111765108 32 25.6 27.5862068965517
63 23.8171197555684 54 11.1340206185567 46.551724137931
45 23.7441071602544 29 30.5263157894737 25
100 16.1159546834511 26 20.4724409448819 22.4137931034483
24 15.730840874075 54 7.6163610719323 46.551724137931
155 15.5657460409317 24 22.2222222222222 20.6896551724138
