topics significance commonGenes percentOfTopics percentOfReference
132 2.82474663069099 4 11.4285714285714 19.047619047619
154 2.81694728136051 5 6.57894736842105 23.8095238095238
125 2.7286369822488 8 2.63157894736842 38.0952380952381
56 2.66285700222474 6 4.22535211267606 28.5714285714286
70 2.58871383880054 2 100 9.52380952380952
162 2.52794893027435 5 5.74712643678161 23.8095238095238
145 2.42099480520718 4 9.09090909090909 19.047619047619
21 2.26903753364926 7 2.78884462151394 33.3333333333333
88 2.11262435638811 2 66.6666666666667 9.52380952380952
105 2.06861148628759 3 15.7894736842105 14.2857142857143
