topics significance commonGenes percentOfTopics percentOfReference
95 38.236356454804 259 33.3333333333333 30.9808612440191
0 33.0408533195003 665 20.480443486295 79.5454545454545
76 26.7827977076467 356 25.5197132616487 42.5837320574163
12 24.3438259227203 526 21.5309046254605 62.9186602870813
42 20.6596321501117 446 22.1559860904123 53.3492822966507
63 19.2610030879577 157 32.3711340206186 18.7799043062201
5 19.2344752772596 84 44.9197860962567 10.0478468899522
24 18.4078724809652 203 28.6318758815233 24.2822966507177
32 18.3089355251693 67 50.3759398496241 8.01435406698565
81 17.156678507821 221 27.1165644171779 26.4354066985646
