topics significance commonGenes percentOfTopics percentOfReference
21 23.220035899263 24 9.56175298804781 75
2 22.0932797253475 31 3.875 96.875
108 20.9954245050996 30 4.00534045393858 93.75
39 20.8481982902252 29 4.41400304414003 90.625
29 19.7948465116266 23 7.79661016949153 71.875
136 19.1151844652853 27 4.72027972027972 84.375
26 18.8117902573127 24 6.31578947368421 75
115 18.6444222184782 29 3.70843989769821 90.625
94 18.6260669882435 25 5.56792873051225 78.125
125 17.8754163416751 22 7.23684210526316 68.75
