topics significance commonGenes percentOfTopics percentOfReference
63 146.575954697827 199 41.0309278350515 67.2297297297297
79 116.473356899824 136 57.3839662447257 45.945945945946
7 101.272957302092 140 45.3074433656958 47.2972972972973
65 93.4572057956171 101 67.3333333333333 34.1216216216216
140 62.1897802494796 90 46.6321243523316 30.4054054054054
71 47.2612878364346 65 52 21.9594594594595
142 47.0420700970027 61 56.4814814814815 20.6081081081081
24 45.6011626776287 139 19.605077574048 46.9594594594595
32 44.9928929622015 65 48.8721804511278 21.9594594594595
57 42.8043829933644 58 53.7037037037037 19.5945945945946
