topics significance commonGenes percentOfTopics percentOfReference
79 14.2925019683415 18 7.59493670886076 58.0645161290323
24 12.93241145702 24 3.38504936530324 77.4193548387097
63 12.5390468456515 21 4.32989690721649 67.741935483871
142 10.3452526821237 12 11.1111111111111 38.7096774193548
85 9.58540147792374 10 15.1515151515152 32.258064516129
92 9.35839230678423 11 11.340206185567 35.4838709677419
57 8.83496614866071 11 10.1851851851852 35.4838709677419
134 7.26701712085975 15 4.07608695652174 48.3870967741936
32 6.48719827033084 10 7.5187969924812 32.258064516129
48 6.27934350243026 7 16.2790697674419 22.5806451612903
