topics significance commonGenes percentOfTopics percentOfReference
63 12.1737666431883 29 5.97938144329897 47.5409836065574
6 9.48024658563346 24 6.04534005037783 39.344262295082
49 9.26215822336526 18 9 29.5081967213115
35 9.22484744065376 18 8.95522388059701 29.5081967213115
14 8.59964022247766 17 8.99470899470899 27.8688524590164
134 8.31759098609615 22 5.97826086956522 36.0655737704918
24 5.65256627577076 26 3.66713681241185 42.6229508196721
66 5.54585773159617 17 5.74324324324324 27.8688524590164
32 4.41703073593989 11 8.27067669172932 18.0327868852459
1 4.16290819802526 26 3.11004784688995 42.6229508196721
