topics significance commonGenes percentOfTopics percentOfReference
81 41.1655360319322 195 23.9263803680982 39.553752535497
42 30.5649418668238 312 15.4992548435171 63.2860040567951
76 28.1275215902288 243 17.4193548387097 49.290060851927
0 25.1552950615102 408 12.565445026178 82.7586206896552
12 22.3858683948189 335 13.7126483831355 67.9513184584179
95 21.4532130928814 156 20.0772200772201 31.6430020283976
112 16.827621623502 187 16.7113494191242 37.9310344827586
4 14.1503721339408 243 14.2605633802817 49.290060851927
146 10.4764937787533 189 14.6284829721362 38.3367139959432
75 10.1417307228378 102 18.6131386861314 20.6896551724138
