topics significance commonGenes percentOfTopics percentOfReference
95 314.678805419136 661 85.0707850707851 47.3835125448029
12 307.493154504275 1219 49.8976668031109 87.3835125448029
0 302.792572353949 1365 42.0388050508161 97.8494623655914
42 300 1196 59.4138102334824 85.7347670250896
112 300 902 80.6076854334227 64.6594982078853
135 300 649 92.0567375886525 46.5232974910394
81 127.571280826676 512 62.8220858895706 36.7025089605735
18 44.7857413597948 721 19.9667682082526 51.6845878136201
69 24.0368557040769 184 52.1246458923513 13.1899641577061
116 8.52017410216791 1097 28.6273486430063 78.6379928315412
