topics significance commonGenes percentOfTopics percentOfReference
64 73.60206993267 338 33.399209486166 46.4285714285714
39 73.3888510644683 264 40.1826484018265 36.2637362637363
4 68.384562953696 449 26.349765258216 61.6758241758242
125 66.4882610717474 166 54.6052631578947 22.8021978021978
108 65.0546285016809 273 36.4485981308411 37.5
146 60.9734043741186 370 28.6377708978328 50.8241758241758
29 58.4655709315485 155 52.5423728813559 21.2912087912088
2 57.0764036727066 272 34 37.3626373626374
115 55.5186812029696 266 34.0153452685422 36.5384615384615
136 55.40565554685 221 38.6363636363636 30.3571428571429
