topics significance commonGenes percentOfTopics percentOfReference
24 9.37576939004987 120 16.9252468265162 24.3407707910751
77 7.16142219578545 44 24.8587570621469 8.92494929006085
5 4.36970483702197 40 21.3903743315508 8.11359026369168
6 3.4102942053566 65 16.3727959697733 13.184584178499
52 2.64820581768335 16 30.188679245283 3.24543610547667
50 2.27376397543674 22 23.4042553191489 4.46247464503043
17 1.78470656317458 18 24.3243243243243 3.65111561866126
48 1.20415150972517 12 27.906976744186 2.4340770791075
32 0.954684349376366 25 18.796992481203 5.0709939148073
72 0.791480607832837 22 18.9655172413793 4.46247464503043
