topics significance commonGenes percentOfTopics percentOfReference
7 48.1020312231817 56 18.1229773462783 67.4698795180723
65 32.3658167891092 36 24 43.3734939759036
100 27.4166452490699 31 24.4094488188976 37.3493975903614
140 18.930893442643 29 15.0259067357513 34.9397590361446
22 18.8114995606947 31 13.2478632478632 37.3493975903614
66 17.8746476060014 33 11.1486486486486 39.7590361445783
79 17.4846486611609 30 12.6582278481013 36.144578313253
45 16.4954704195396 21 22.1052631578947 25.3012048192771
103 13.0276692540539 21 15.3284671532847 25.3012048192771
71 12.6601608613142 20 16 24.0963855421687
