topics significance commonGenes percentOfTopics percentOfReference
117 75.741872904197 59 30.7291666666667 85.5072463768116
152 68.9925545240318 51 39.5348837209302 73.9130434782609
99 66.1957332791093 61 19.8051948051948 88.4057971014493
55 64.8058098359591 57 23.75 82.6086956521739
122 64.50052392441 43 55.8441558441558 62.3188405797101
137 60.8252570936822 48 35.036496350365 69.5652173913043
119 60.5500367399915 53 25.6038647342995 76.8115942028985
159 59.1581542477116 49 30.8176100628931 71.0144927536232
124 55.8427437607573 56 18.0645161290323 81.1594202898551
75 55.6912169115824 64 11.6788321167883 92.7536231884058
