topics significance commonGenes percentOfTopics percentOfReference
156 237.078404663741 184 62.7986348122867 91.5422885572139
55 225.485866692664 170 70.8333333333333 84.5771144278607
124 202.939847355091 173 55.8064516129032 86.0696517412935
75 195.430024755628 195 35.5839416058394 97.0149253731343
93 185.09651719268 163 55.0675675675676 81.0945273631841
98 178.162656788101 181 38.5106382978723 90.0497512437811
159 162.631031392338 125 78.6163522012579 62.1890547263682
99 162.28292148066 154 50 76.6169154228856
152 126.589581703123 101 78.2945736434108 50.2487562189055
153 123.655349892415 122 52.3605150214592 60.6965174129353
