topics significance commonGenes percentOfTopics percentOfReference
36 4.23505387719975 3 7.89473684210526 100
57 2.85122830021408 3 2.77777777777778 100
155 2.85122830021408 3 2.77777777777778 100
14 2.11688043867806 3 1.58730158730159 100
84 1.90029158746823 3 1.34529147982063 100
79 1.82061348739798 3 1.26582278481013 100
63 0.884807467652503 3 0.618556701030928 100
162 0.865459161055417 2 2.29885057471264 66.6666666666667
142 0.67782210801756 2 1.85185185185185 66.6666666666667
152 0.523985805548735 2 1.55038759689922 66.6666666666667
