topics significance commonGenes percentOfTopics percentOfReference
9 157.505445810491 112 57.1428571428571 88.8888888888889
35 153.085745907687 111 55.2238805970149 88.0952380952381
63 98.3483980376817 110 22.680412371134 87.3015873015873
8 78.349165637783 65 55.0847457627119 51.5873015873016
58 71.6581655598546 70 39.1061452513966 55.5555555555556
153 70.2565623339894 75 32.1888412017167 59.5238095238095
134 69.9277411738029 86 23.3695652173913 68.2539682539683
15 68.9334454281795 66 41.5094339622642 52.3809523809524
46 65.7019974534791 69 34.3283582089552 54.7619047619048
99 64.4915494414649 78 25.3246753246753 61.9047619047619
