topics significance commonGenes percentOfTopics percentOfReference
115 317.082673976236 483 61.7647058823529 73.5159817351598
2 300 501 62.625 76.2557077625571
64 300 572 56.5217391304348 87.0624048706241
108 300 508 67.8237650200267 77.3211567732116
146 260.797021152576 546 42.2600619195046 83.1050228310502
94 254.278018403034 345 76.837416481069 52.5114155251142
136 247.809841420419 381 66.6083916083916 57.9908675799087
4 238.513699142913 588 34.5070422535211 89.4977168949772
125 216.919024406512 266 87.5 40.4870624048706
26 213.240044748499 295 77.6315789473684 44.9010654490107
