topics significance commonGenes percentOfTopics percentOfReference
9 107.585649604276 130 66.3265306122449 35.3260869565217
35 106.967412692708 131 65.1741293532338 35.5978260869565
63 92.7984994849432 177 36.4948453608247 48.0978260869565
11 69.9277411738029 86 68.2539682539683 23.3695652173913
99 62.0128075021972 120 38.961038961039 32.6086956521739
46 59.3013723355501 97 48.2587064676617 26.3586956521739
55 57.038432967938 103 42.9166666666667 27.9891304347826
8 56.7426138150584 75 63.5593220338983 20.3804347826087
159 53.486536660997 83 52.2012578616352 22.554347826087
153 49.620146189609 95 40.7725321888412 25.8152173913043
