topics significance commonGenes percentOfTopics percentOfReference
79 61.9294908274487 63 26.5822784810127 66.3157894736842
65 53.9272417404725 51 34 53.6842105263158
7 53.8744988858295 63 20.3883495145631 66.3157894736842
63 46.4773248693299 67 13.8144329896907 70.5263157894737
66 38.5850795156315 52 17.5675675675676 54.7368421052632
57 37.2572701326943 37 34.2592592592593 38.9473684210526
142 33.9737132786825 35 32.4074074074074 36.8421052631579
71 31.4254620728389 35 28 36.8421052631579
41 28.5259069185854 32 28.3185840707965 33.6842105263158
85 26.8664436469041 26 39.3939393939394 27.3684210526316
