topics proteins scores signal totalSignal fraction
121 Snf11 3.75834280818057 931 7411 0.125624072324922
121 Ngg1 3.36607464854235 888 8532 0.10407876230661
121 Nut2 3.34674194495876 882 8598 0.10258199581298
121 Fzf1 5.45449899672525 874 5026 0.173895742140867
121 Snf2 2.57916126770448 840 11970 0.0701754385964912
121 Srb5 7.32002230864777 808 3410 0.236950146627566
121 Ssn8 9.86402381354425 802 2297 0.34915106660862
121 Srb6 7.41959142015127 793 2912 0.272321428571429
121 Gal11 4.24362702774754 750 4119 0.182083029861617
121 Rox3 6.92124651394086 743 3374 0.220213396561944
121 Ssn2 9.92902911044198 730 2102 0.347288296860133
121 Gcn5 3.61661289602413 690 6306 0.10941960038059
121 Spt20 4.21043705072096 673 3640 0.18489010989011
121 Spt3 1.35536262809883 645 15833 0.0407376997410472
121 Azf1 2.41782840564585 553 4344 0.127302025782689
121 Ste12 1.07534471777085 540 9879 0.0546614029760097
121 Spt8 5.49641819369868 509 2190 0.232420091324201
121 Med4 1.00367782347356 505 9942 0.0507946087306377
121 Ndd1 1.54456672655942 493 4732 0.1041842772612
121 Rtg3 5.07784189270234 451 1683 0.26797385620915
121 Arp7 2.4066000545084 409 4689 0.0872254211985498
121 Sfp1 1.4217559445006 405 8614 0.0470164847921987
122 Ncl1 13.1450097893162 10707 11598 0.923176409725815
122 Cka2 4.76130126805724 2175 10355 0.210043457267021
122 Ume1 1.19735936263009 1568 22444 0.0698627695597933
122 Gdh1 3.41802067571927 1459 8068 0.180837878036688
122 Ecm22 2.38026662195017 1414 10787 0.131083711875406
122 Ycs4 7.61052144066237 1385 4431 0.312570525840668
122 Ckb2 3.89305513565 1326 8941 0.148305558662342
122 Set5 6.34494685021105 1292 6232 0.207317073170732
122 Bre2 1.6822254718835 1018 11463 0.0888074675041438
122 Yox1 1.78348931669278 947 10962 0.0863893450100347
122 Mlp1 9.59410039758634 934 3370 0.277151335311573
122 Tda9 4.5708209446869 917 7565 0.121216126900198
122 Ddp1 9.67387291759434 915 2873 0.318482422554821
122 Hpc2 4.24778797960093 839 5105 0.164348677766895
122 Snf2 2.56579081012177 836 11970 0.0698412698412698
122 Dbp2 1.47460125132157 814 13652 0.0596249633753296
122 Ies3 1.43861694281162 795 8218 0.0967388659041129
122 Maf1 7.08552120407314 746 3892 0.191675231243577
122 Uba2 7.73857687617244 719 2642 0.272142316426949
122 Rox1 1.09124245658521 691 15071 0.0458496450136023
122 Chd1 2.90461217486526 648 5109 0.126834997064005
122 Cka1 1.03103009451266 624 12370 0.0504446240905416
122 Ies6 8.11045521507735 516 2292 0.225130890052356
122 Nut2 1.60680444235674 449 8598 0.0522214468481042
123 Cha4 13.1530014652179 20253 20494 0.988240460622621
124 Bur2 13.1531061175773 47093 47473 0.991995450045289
124 Sgv1 13.1526875080865 39006 39929 0.976883969045055
124 Set3 2.44235450097433 1911 17651 0.108265820633392
125 Elf1 13.1529637828498 48482 49035 0.988722341184868
125 Tpk1 12.6724860581097 20606 27892 0.738778144270759
127 Lys14 13.1531612917393 3717 3720 0.999193548387097
128 Tea1 13.1531356738843 4909 4932 0.995336577453366
129 Uba2 9.65150046042879 893 2642 0.338001514004542
129 Pho85 12.5137675408058 545 1116 0.488351254480287
132 Nut2 8.28928958514464 2112 8598 0.245638520586183
132 Ung1 13.13241404257 1982 2308 0.858752166377816
132 Pup1 12.6825412925276 914 1830 0.499453551912568
132 Ubp12 8.56787562805361 882 3812 0.231374606505771
132 Csl4 13.0880936848692 713 857 0.831971995332555
132 Cse2 3.40274086744583 636 6151 0.10339782149244
133 Rpo31 5.72200730183208 41907 162203 0.258361435978373
134 Rap1 11.2886289201729 57994 92581 0.626413626986099
134 Nhp6a 13.0902113298454 15328 20720 0.73976833976834
134 Rif2 10.6691923107252 4083 8056 0.506827209533267
134 Rif1 6.81797512053836 973 3399 0.286260664901442
135 CTDSer5 13.1531512485896 143067 143404 0.997649995816016
136 Rpb9 13.1531251082717 76393 76899 0.993419940441358
136 Rpb7 13.1531156682611 65757 66245 0.992633406294815
137 Tho1 13.1524249462022 17007 17520 0.970719178082192
137 Hpr1 13.1525939200023 13023 13354 0.97521341920024
139 Pho80 13.1531636607211 504 504 1
140 Ume1 12.9127391699764 15655 22444 0.697513812154696
140 Rxt3 13.1484598868772 5503 5880 0.935884353741497
140 Rxt1 13.0417161216863 4754 6049 0.785915027277236
140 Rxt2 13.1100588628985 3806 5134 0.741332294507207
140 Rpd3 13.12051095138 3769 4631 0.813863096523429
140 Nrm1 6.38653968060037 3303 12849 0.257062806444081
140 Fkh2 7.63785623369167 2013 7594 0.26507769291546
140 Pho23 13.139638005834 2010 2190 0.917808219178082
140 Sin3 12.9783485945515 1424 1875 0.759466666666667
140 Sap30 13.0312787730658 1002 1341 0.747203579418344
140 Mbp1 2.60528553957043 678 5642 0.120170152428217
141 Cka1 12.192625639002 6614 12370 0.534680679062247
141 Cka2 10.976698053958 4937 10355 0.476774505070015
141 Ess1 13.0990481171237 3407 4314 0.789754288363468
141 Tda9 7.75658539554038 1526 7565 0.201718440185063
141 Lys20 1.64583467714294 1066 14106 0.0755706791436268
141 Eaf7 3.07952045180897 518 3843 0.134790528233151
141 Hpc2 2.18114261413745 445 5105 0.0871694417238002
141 Ubp12 4.01609565652757 425 3812 0.111490031479538
142 Sin4 7.16924502971618 4563 14258 0.320030859868144
142 Spt7 4.42330416046939 4102 24778 0.165550084752603
142 Nut1 5.6047353816674 3769 17371 0.216970813424673
142 Swi1 2.64303056020095 3015 28495 0.105808036497631
142 Spt3 7.03075682780577 2967 15833 0.187393418808817
142 Soh1 5.04887012693877 2961 15829 0.187061722155537
142 Rgr1 3.24377094031994 2942 21134 0.139206965079966
142 Ada2 2.89669574466757 2576 24470 0.105271761340417
142 Sgf11 1.01524829378868 2553 39598 0.0644729531794535
142 Pgd1 4.32920082694359 2392 10987 0.217711841266952
142 Snf6 1.8056475780916 2343 31831 0.0736074895542082
142 Swi3 1.22361202100223 2203 39792 0.0553628870124648
142 Ngg1 8.56010375785079 2183 8532 0.255860290670417
142 Spt20 11.0987172302967 1740 3640 0.478021978021978
142 Esa1 3.89387434182289 1632 14608 0.111719605695509
142 Gal11 8.78246637533367 1527 4119 0.370721048798252
142 Gcn5 8.09613893506 1500 6306 0.237868696479543
142 Sgf73 1.10781124066012 1427 27394 0.0520916989121705
142 Spt8 11.7624045214406 1075 2190 0.490867579908676
142 Med11 6.31511515743236 1059 5020 0.210956175298805
142 Taf10 1.20019133772093 1021 12915 0.0790553619821912
142 Taf12 1.01613877704386 989 14538 0.0680286146650158
142 Rox3 8.6713544452557 926 3374 0.274451689389449
142 Srb4 1.91578588401716 924 10660 0.0866791744840525
142 Tda9 4.56035866406012 915 7565 0.120951751487112
142 Yng2 2.77605036290862 839 8793 0.0954168088252019
142 Eaf5 3.86622864474359 793 6736 0.117725653206651
142 Cse2 4.21257824305408 779 6151 0.126646073809137
142 Snf11 2.85327999604557 717 7411 0.0967480771825664
142 Vid21 7.36415247185813 703 2694 0.260950259836674
142 Srb6 6.20586568678117 666 2912 0.228708791208791
142 Nut2 2.38636073682508 643 8598 0.0747848336822517
142 Ssn8 6.62550759622993 543 2297 0.236395298215063
142 Med4 1.00367782347356 505 9942 0.0507946087306377
142 Snf2 1.23208766624659 437 11970 0.0365079365079365
142 Srb8 1.63643774863464 434 6610 0.0656580937972769
144 Naf1 13.1527356846088 6892 7039 0.979116351754511
145 Rtr1 13.1495149003056 9379 9940 0.943561368209256
146 Ref2 13.1521717008898 130283 132847 0.980699601797557
146 Ysh1 12.9382967947784 69539 83105 0.836760724384814
146 Cft1 13.139977598893 43858 46550 0.942169709989259
146 Pap1 13.076439433727 36629 43349 0.844979122932478
147 Rpc53 13.1531561240745 28044 28076 0.998860236500926
147 Ret1 13.153161564212 25948 25973 0.999037461979748
147 Rpc19 2.37008300907812 5370 50019 0.107359203502669
150 Rlr1 13.149947630159 7467 7911 0.943875616230565
150 Hda1 12.8663326987934 2989 4821 0.619995851483095
150 Tpk2 13.1057635529613 2441 3273 0.745798961197678
150 Set5 9.73359542065346 1963 6232 0.314987163029525
150 Gts1 4.52898865400747 1299 6033 0.21531576330184
150 Ubp12 7.32285922446333 757 3812 0.198583420776495
150 Rox1 1.09304652095597 692 15071 0.0459159976113065
150 Tda9 3.28919156790676 672 7565 0.0888301387970919
150 Chd1 2.08317966565167 473 5109 0.092581718535917
150 Maf1 4.23666706681039 455 3892 0.116906474820144
150 Ckb2 1.16924790835319 434 8941 0.0485404317190471
151 Gal4 13.1402157784227 1017 1069 0.951356407857811
152 Cca1 12.8614505447692 7477 11687 0.639770685376915
152 Rox1 9.42241172075412 5309 15071 0.352265941211598
152 Lys20 8.03613302374272 4892 14106 0.346802778959308
152 Top1 12.6832894814814 3896 6374 0.61123313460935
152 Pap1 1.23150362696653 3674 43349 0.084753973563404
152 Ada2 3.74685654745304 3291 24470 0.134491213731099
152 Esc2 12.5171521662911 3268 6196 0.527437056165268
152 Snf2 10.2705169921576 3141 11970 0.262406015037594
152 Chd1 12.4566987820061 2683 5109 0.525151693090624
152 Dbp2 5.08903326922729 2618 13652 0.191766774099033
152 Ume1 2.0007282058115 2534 22444 0.112903225806452
152 Cka1 3.69565140146087 2054 12370 0.166046887631366
152 Eaf7 12.6029144786515 2052 3843 0.533957845433255
152 Rad6 1.56717366008933 1250 14158 0.0882893063992089
152 Nab2 9.47586009316048 1045 3036 0.344202898550725
152 Ckb2 2.915904560835 1006 8941 0.112515378592999
152 Maf1 8.60295210192786 901 3892 0.231500513874615
152 Ddp1 8.43581748766922 800 2873 0.278454577097111
152 Mlp1 7.01397782064923 688 3370 0.204154302670623
152 Bre1 1.12893532092417 667 12243 0.0544801110838847
152 Set5 3.18860503720582 667 6232 0.107028241335045
152 Nut2 1.65502441933416 461 8598 0.0536171202605257
153 Smd1 13.1531554576348 105793 106085 0.997247490220107
153 Mud1 13.1531185568543 37855 38159 0.992033334206871
154 Cup2 13.1452852043641 7843 8759 0.895421851809567
154 Fun30 12.6921236018156 4102 6874 0.596741344195519
154 Scc2 12.727302082879 3160 4863 0.649804647337035
154 Cka1 1.93290192147975 1108 12370 0.0895715440582053
154 Nab2 8.31402803752078 919 3036 0.30270092226614
154 Ckb2 2.56779466855716 892 8941 0.0997651269432949
154 Top1 2.33508886289793 747 6374 0.11719485409476
154 Hpc2 3.12005002636579 624 5105 0.122233104799216
154 Esc2 1.92676928833535 533 6196 0.0860232408005165
154 Snf2 1.24211550943362 440 11970 0.0367585630743525
155 Soh1 7.01174897098478 4077 15829 0.257565228378293
155 Nut1 6.02168425283475 4042 17371 0.232686661677508
155 Spt3 4.19061554440376 1805 15833 0.114002400050527
155 Snf11 2.63758745670498 666 7411 0.0898664147888274
156 Spp1 13.152110877319 47980 49098 0.977229215039309
156 Set1 13.1529425482743 42931 43704 0.982312831777412
156 Set3 4.22473342652612 3232 17651 0.18310577304402
156 Bre2 3.64085396994149 2127 11463 0.185553520020937
157 Tra1 10.4259154095511 412 897 0.459308807134894
159 Dst1 13.1509814522799 14362 15580 0.921822849807445
159 Acs2 13.0538689530699 9869 13223 0.746351054979959
159 Lys20 10.1306009083836 6146 14106 0.435701120090742
159 Cca1 2.12306150887033 1290 11687 0.110379053649354
159 Top1 2.07876633249161 669 6374 0.104957640414183
162 Bre2 12.4749926059072 7129 11463 0.62191398412283
162 Swd3 7.7113339939831 3285 9189 0.357492654260529
162 Bre1 4.17515467307617 2278 12243 0.186065506820224
162 Sdc1 5.52631584248098 1966 8125 0.241969230769231
162 Dbp2 1.42050498497819 787 13652 0.0576472311749194
162 Tos4 12.4280680264637 434 998 0.434869739478958
164 Cad1 13.1515235971189 14077 14745 0.954696507290607
164 Yap1 12.5515564139191 5276 9515 0.554492905937993
164 Yap7 13.1496657592299 2836 3051 0.929531301212717
168 Tfc8 13.1531529761457 44339 44452 0.997457932151534
168 Tfc7 13.1447694765211 24710 26399 0.936020303799386
168 Tfc3 3.3377500845836 10649 75366 0.141297136639864
174 Tfc3 4.10078854070241 12985 75366 0.172292545710267
174 Bdp1 1.31061505705863 7473 103360 0.0723006965944272
