topic summitPvalue summitPosition meanPvalue meanPosition
109 72.1885173045504 200 16.4544123739412 125
19 48.0335653566204 200 12.2240281997632 115
61 13.8042028944455 0 4.56718379166762 0
16 3.04776338352071 40 2.1116164117699 -11
26 0.286619313329158 -30 0.0419442897554865 5
10 0.272298431043117 -100 0.0531314011791447 -109
146 0.160688567878274 0 0.0862231339834641 88
64 0.157395669177462 -40 0.0307113500834072 90
108 0.146090772759825 120 0.0142527583180317 135
4 0.145788331732711 0 0.0746720723509007 100
