topic summitPvalue summitPosition meanPvalue meanPosition
64 6.26960683483085 0 1.08521077801699 15
75 1.85256095065476 160 0.791508310061978 65
115 1.6623479217983 0 0.501498684326833 1
136 1.64806336831826 0 0.52788095158233 3
108 1.41400575666179 0 0.798708522822371 38
0 1.39601963610115 -200 0.0976899227396712 -118
12 1.08396119024475 -200 0.0945837744997136 -84
112 1.04921846120186 -200 0.178436043707748 -29
46 1.02398412853043 160 0.414316896320195 49
2 1.00686832369722 0 0.52365431692339 8
