topic summitPvalue summitPosition meanPvalue meanPosition
0 12.8599270611879 90 2.06800583532153 59
102 10.9676710534392 0 1.42219061103797 1
12 1.85846552124839 70 0.333317944505791 58
81 1.50850852486034 150 0.340484991776106 14
76 1.08736418799452 60 0.230996252732762 51
112 1.04921846120186 80 0.22836985973404 67
116 0.946916169806105 60 0.295728117685272 37
42 0.909289531987013 100 0.20168645203931 65
18 0.767313781358422 -120 0.340847783417932 -12
24 0.446580531228614 0 0.239628577732427 45
