topic summitPvalue summitPosition meanPvalue meanPosition
84 13.7154830357701 0 2.61171902136387 6
63 1.42761145678153 10 0.376703661329267 40
24 1.1347913944032 10 0.414798544374406 27
32 1.01787685832071 0 0.0993050593483617 15
0 0.958398173361168 200 0.151757984653125 83
159 0.883596747484371 0 0.107755700912728 10
69 0.775335952002189 0 0.226927595707958 -20
122 0.688824439301397 0 0.352812517690959 17
112 0.627393722328242 200 0.166164926678841 69
35 0.623956858225093 0 0.0760922997835479 10
