topic summitPvalue summitPosition meanPvalue meanPosition
14 11.7061106652054 0 1.34687717461129 3
0 10.5467117593419 -200 0.922260377468708 -129
12 7.08093361396353 -200 0.790084608627353 -125
95 5.14510101737551 -200 1.00466817117669 -93
75 4.80106600983247 140 2.63577034123161 59
64 4.45553502488692 0 1.81974163903825 17
108 4.30209706650766 10 2.42574732906263 37
112 4.19560835228278 -200 0.843961261436655 -47
98 3.77387699014318 0 2.08308072479317 38
46 3.70735481962517 110 2.12748162701935 63
