topic summitPvalue summitPosition meanPvalue meanPosition
157 66.6241815267643 0 19.7816232056869 -7
172 12.1534223401847 180 2.45548620199029 116
106 8.92947774561539 40 4.94417982179038 20
138 2.02355621348024 -40 1.13516568073282 -53
107 1.64817484480939 10 1.1657822073042 -46
81 1.50850852486034 0 0.621980757062791 12
92 1.3232099342012 -30 0.12909365211719 -65
13 1.32292017655524 130 0.22586442038748 160
164 1.0490244874136 40 0.0255859631076489 40
84 0.927741199044159 10 0.90511336492113 0
