topics significance commonGenes percentOfTopics percentOfReference
135 28.0947893786743 626 88.7943262411347 16.3361169102296
12 26.6399670061808 1937 79.2877609496521 50.5480167014614
112 25.8866214763705 946 84.5397676496872 24.6868475991649
99 17.5926560975404 285 92.5324675324675 7.43736951983299
75 17.5621524536877 480 87.5912408759124 12.5260960334029
42 15.0311343984426 1581 78.5394932935917 41.2578288100209
98 12.3997436610693 407 86.5957446808511 10.6210855949896
124 12.0057586248024 278 89.6774193548387 7.25469728601253
156 11.3376140393842 263 89.7610921501707 6.86325678496869
55 10.9647955673291 219 91.25 5.71503131524008
