topics significance commonGenes percentOfTopics percentOfReference
63 88.7335343133274 97 20 89.8148148148148
79 84.9309002345639 79 33.3333333333333 73.1481481481482
57 48.1657974924247 45 41.6666666666667 41.6666666666667
66 41.4277061855556 57 19.2567567567568 52.7777777777778
142 36.3733793551546 38 35.1851851851852 35.1851851851852
7 35.0742073023592 53 17.1521035598706 49.0740740740741
65 33.0306967192527 40 26.6666666666667 37.037037037037
49 31.5497021603259 43 21.5 39.8148148148148
71 30.5933462162363 36 28.8 33.3333333333333
112 28.8656727192634 79 7.05987488829312 73.1481481481482
