topics significance commonGenes percentOfTopics percentOfReference
66 7.46633266226712 13 4.39189189189189 50
7 7.23215349309254 13 4.20711974110032 50
48 6.86825187439508 7 16.2790697674419 26.9230769230769
65 6.84358498597397 10 6.66666666666667 38.4615384615385
79 4.91359430576798 10 4.21940928270042 38.4615384615385
63 4.8312195797433 13 2.68041237113402 50
32 4.64811806790716 8 6.01503759398496 30.7692307692308
112 4.58356578562442 18 1.60857908847185 69.2307692307692
64 4.34738745690012 17 1.6798418972332 65.3846153846154
33 4.19064658459352 7 6.86274509803922 26.9230769230769
