topics significance commonGenes percentOfTopics percentOfReference
76 314.678805419136 661 47.3835125448029 85.0707850707851
112 265.667042083815 570 50.9383378016086 73.3590733590734
42 231.92372886138 696 34.575260804769 89.5752895752896
135 223.416649233905 432 61.2765957446808 55.5984555984556
75 211.602282174651 374 68.2481751824817 48.1338481338481
12 193.300196166638 718 29.3900941465411 92.4066924066924
81 166.989394261497 414 50.7975460122699 53.2818532818533
156 142.665397566412 230 78.4982935153584 29.6010296010296
0 140.001825638282 753 23.1906375115491 96.9111969111969
98 125.238675180919 279 59.3617021276596 35.9073359073359
