topics significance commonGenes percentOfTopics percentOfReference
63 106.695029167084 255 52.5773195876289 35.966149506347
112 84.997910656705 368 32.8865058087578 51.9040902679831
135 75.2097698678956 273 38.7234042553192 38.5049365303244
76 74.8748071650959 402 28.8172043010753 56.6995768688293
42 63.6640192512238 478 23.74565325385 67.4188998589563
75 58.8303802031742 217 39.5985401459854 30.6064880112835
95 58.3606474671393 265 34.1055341055341 37.37658674189
99 56.8035508652563 155 50.3246753246753 21.8617771509168
35 54.7004325793841 121 60.1990049751244 17.0662905500705
98 54.238689879733 193 41.063829787234 27.2214386459803
