topics significance commonGenes percentOfTopics percentOfReference
152 37.6035910254553 28 21.7054263565891 80
159 37.0159979013422 29 18.2389937106918 82.8571428571429
124 34.2459784367057 32 10.3225806451613 91.4285714285714
55 33.536342643398 30 12.5 85.7142857142857
98 32.6195332199757 34 7.23404255319149 97.1428571428571
46 29.7196163176609 27 13.4328358208955 77.1428571428572
150 29.5660058917003 21 30.4347826086957 60
119 29.3545272513612 27 13.0434782608696 77.1428571428572
29 28.734679166899 29 9.83050847457627 82.8571428571429
154 28.5413758298421 21 27.6315789473684 60
