topics significance commonGenes percentOfTopics percentOfReference
42 300 995 49.4287133631396 88.9186773905273
76 300 902 64.6594982078853 80.6076854334227
135 300 667 94.6099290780142 59.6067917783735
95 265.667042083815 570 73.3590733590734 50.9383378016086
12 261.010458718783 1004 41.0970118706508 89.7229669347632
0 209.628196341919 1081 33.2922697874961 96.6041108132261
18 102.684550656516 444 12.2957629465522 39.6782841823056
81 71.6645165353916 382 46.8711656441718 34.1376228775693
69 47.5178592085983 197 55.8073654390935 17.6050044682752
116 25.8866214763705 946 24.6868475991649 84.5397676496872
