topics significance commonGenes percentOfTopics percentOfReference
152 106.816894535387 68 52.7131782945737 89.4736842105263
159 101.180232856268 69 43.3962264150943 90.7894736842105
122 81.3597019081281 51 66.2337662337662 67.1052631578947
141 75.8120464015331 49 62.8205128205128 64.4736842105263
119 74.8813888245965 62 29.951690821256 81.5789473684211
55 68.1938063300743 61 25.4166666666667 80.2631578947368
124 66.5010576558689 64 20.6451612903226 84.2105263157895
46 65.2826136352522 57 28.3582089552239 75
99 64.6960496580538 63 20.4545454545455 82.8947368421053
156 62.2647742219364 61 20.8191126279863 80.2631578947368
