topics significance commonGenes percentOfTopics percentOfReference
65 9.02872396905034 12 8 41.3793103448276
7 7.66148595453382 14 4.53074433656958 48.2758620689655
66 6.71756587322632 13 4.39189189189189 44.8275862068966
48 6.50073350598581 7 16.2790697674419 24.1379310344828
63 5.08754321451751 14 2.88659793814433 48.2758620689655
79 4.38843385232717 10 4.21940928270042 34.4827586206897
52 4.30175097861904 6 11.3207547169811 20.6896551724138
123 3.67024440672484 4 25 13.7931034482759
22 3.38151537406496 9 3.84615384615385 31.0344827586207
62 3.17000839430231 5 10.8695652173913 17.2413793103448
