topics significance commonGenes percentOfTopics percentOfReference
45 21.2884111962863 17 17.8947368421053 62.962962962963
63 14.563639128721 21 4.32989690721649 77.7777777777778
7 13.7772585165406 18 5.8252427184466 66.6666666666667
79 12.6919403930031 16 6.75105485232067 59.2592592592593
65 12.5755516291405 14 9.33333333333333 51.8518518518518
66 9.77301994090007 15 5.06756756756757 55.5555555555556
82 9.24932684118273 10 12.0481927710843 37.037037037037
100 8.83196466794849 11 8.66141732283465 40.7407407407407
142 8.07930932122921 10 9.25925925925926 37.037037037037
103 7.04308477899865 10 7.2992700729927 37.037037037037
