topics significance commonGenes percentOfTopics percentOfReference
65 12.1983888945432 13 8.66666666666667 56.5217391304348
66 8.35910309680943 13 4.39189189189189 56.5217391304348
33 7.56612718019008 9 8.82352941176471 39.1304347826087
50 4.84589509309463 7 7.4468085106383 30.4347826086957
7 4.42957882040862 10 3.23624595469256 43.4782608695652
142 4.42684589927036 7 6.48148148148148 30.4347826086957
79 4.32188727042392 9 3.79746835443038 39.1304347826087
110 4.21773669423516 4 26.6666666666667 17.3913043478261
63 3.57292741817911 11 2.2680412371134 47.8260869565217
45 3.4267188818761 6 6.31578947368421 26.0869565217391
