topics significance commonGenes percentOfTopics percentOfReference
73 58.7173788882319 34 52.3076923076923 79.0697674418605
47 56.7562466599913 36 38.2978723404255 83.7209302325581
78 53.7592346555179 35 36.4583333333333 81.3953488372093
168 51.8176801395672 34 36.5591397849462 79.0697674418605
114 47.870777594118 32 36.3636363636364 74.4186046511628
147 43.6562828351811 27 50 62.7906976744186
3 40.4881269120365 25 52.0833333333333 58.1395348837209
174 16.0711216561566 14 27.4509803921569 32.5581395348837
14 15.5402196581286 20 10.5820105820106 46.5116279069767
24 0.810313283040865 14 1.97461212976023 32.5581395348837
